percent_urban
11.076000213623047
11.454000473022461
11.789999961853027
12.133000373840332
12.484999656677246
12.846000671386719
13.215999603271484
13.593999862670898
13.981999397277832
14.379000663757324
14.78600025177002
15.20099925994873
15.625999450683594
16.06100082397461
16.506999969482422
16.959999084472656
17.42500114440918
17.89900016784668
18.384000778198242
18.878000259399414
19.382999420166016
19.898000717163086
20.423999786376953
20.95800018310547
21.503999710083008
22.059999465942383
22.623998641967773
23.195999145507812
23.77400016784668
24.361000061035156
24.95400047302246
25.55299949645996
26.159000396728516
26.770999908447266
27.38899803161621
28.011999130249023
28.639999389648438
29.273000717163086
29.909000396728516
30.549999237060547
31.19300079345703
